x,y,label
6.114314,-6.421331,pullover
0.8935088,6.690534,t-shirt
15.07128,-9.350065,bag
17.835905,11.371489,sneaker
9.298953,14.247435,trouser
2.4028327,2.9603844,shirt
8.367187,-4.8155026,pullover
7.373099,11.575136,trouser
21.04396,3.4701881,ankle boot
3.7378857,3.0579665,shirt
3.4883976,-2.266973,t-shirt
8.766121,14.816105,trouser
-5.9011774,0.7206536,t-shirt
13.805097,4.4890456,sandal
14.5088825,4.678752,sandal
7.8210335,13.92448,trouser
17.452776,11.233597,sneaker
-5.960414,1.3109308,t-shirt
14.314798,2.660324,sandal
15.433069,-9.523287,bag
3.7973218,-1.5486423,coat
-5.3279467,2.570526,t-shirt
1.6017075,0.36884,coat
-3.8771796,3.1789808,t-shirt
-1.165292,-2.322909,shirt
-0.7161613,-2.9779718,shirt
2.6610098,-1.1640773,coat
0.8448218,6.732244,t-shirt
-4.53218,2.9204583,t-shirt
2.0868564,-0.8113659,coat
17.886646,11.236185,sneaker
-1.7661504,10.856629,dress
-5.225408,0.88151276,t-shirt
14.823908,3.827372,sandal
15.75672,-9.07865,bag
3.573137,-1.0652543,coat
8.047984,15.013648,trouser
8.333293,15.575326,trouser
9.203096,-6.6327357,pullover
21.667187,1.5836973,ankle boot
8.451045,-6.045991,pullover
10.504014,-12.152839,bag
15.4264345,0.37000203,sandal
-4.205404,3.541128,t-shirt
-0.108149394,-3.3196719,shirt
4.8277564,1.8057921,dress
3.350174,-2.0259764,coat
3.1663918,2.9374125,shirt
-4.4772496,2.80235,t-shirt
21.169836,0.7915345,ankle boot
6.4605703,15.290835,trouser
19.321333,12.279568,sneaker
-0.8385417,13.08996,dress
12.001818,-12.005816,bag
14.542642,4.3147383,sandal
11.446179,-12.620907,bag
-0.32015172,11.096194,dress
14.60213,-10.345778,bag
14.657755,2.3683882,sandal
9.177414,-6.4523387,pullover
-4.7694316,1.4296861,t-shirt
13.383599,-11.585322,bag
16.00293,11.642622,sneaker
1.0714712,6.3353744,t-shirt
-0.652396,13.320295,dress
14.10407,3.0021768,sandal
-6.232141,1.8611752,t-shirt
5.242128,0.62590975,shirt
14.295238,3.3978503,sandal
5.798902,-5.2281733,pullover
18.680365,12.502305,sneaker
14.82566,2.4227147,sandal
8.543319,-6.2872963,pullover
2.2497892,4.8719573,shirt
13.116101,-11.24972,bag
8.790602,-6.6425047,pullover
-0.9033297,-2.7160141,shirt
14.799419,-8.830294,bag
-6.479966,1.2488253,t-shirt
3.0765128,-1.967096,coat
2.431942,0.30966717,coat
2.0261524,-0.11097577,coat
2.8884664,-2.1003394,coat
3.0312984,-1.3811731,coat
7.4894624,12.740542,trouser
14.217088,2.6494546,sandal
3.018765,4.4576573,shirt
13.580226,3.7812164,sandal
0.74369586,12.96242,dress
-1.2105895,12.8635235,dress
17.014494,12.099519,sneaker
0.7287501,12.969557,dress
-0.12241427,12.428768,dress
-0.25491735,-1.4491895,shirt
8.432908,-6.4732647,pullover
11.825537,-12.69707,bag
1.938666,0.020218203,coat
-0.790258,-1.0258447,shirt
15.044186,1.0693913,sandal
21.235807,2.3390763,ankle boot
0.7592897,13.359931,dress
7.0508947,-5.1906524,pullover
-1.1975267,10.127523,dress
7.5042944,-5.436854,pullover
1.9701544,-1.4089853,coat
2.6763701,-1.405046,coat
14.6793375,-10.404906,bag
8.484806,-6.9505653,pullover
13.922798,3.3711493,sandal
-1.7191643,12.14806,dress
5.436395,1.6702904,t-shirt
18.893126,11.826276,sneaker
5.6729813,-5.0765734,pullover
-5.7607236,1.1091774,t-shirt
8.095089,-6.8086333,pullover
14.097974,5.325952,sandal
17.448715,11.011153,sneaker
6.1416373,-6.571104,pullover
-0.067093655,12.101584,dress
6.844372,15.027355,trouser
18.962927,12.80656,sneaker
-1.3919663,-1.2984033,shirt
7.6397686,-7.0894036,pullover
21.690975,3.1285982,ankle boot
8.554691,15.113224,trouser
21.522238,0.49302974,ankle boot
9.428756,13.865952,trouser
7.5018897,13.793034,trouser
5.163905,3.0451522,bag
18.01926,11.025673,sneaker
13.445745,-9.8236685,bag
1.9507337,-1.752026,coat
7.7732463,-5.2337847,pullover
2.0494852,4.06191,shirt
-1.6403573,-2.0666106,shirt
19.166569,11.549334,sneaker
20.907951,1.6042392,ankle boot
4.598717,-0.843266,coat
5.3882174,-0.16809575,shirt
8.577875,15.387558,trouser
21.273188,-0.012345544,ankle boot
15.374958,1.6772537,sandal
5.412001,-0.23172437,shirt
-4.9644227,2.6749175,t-shirt
14.300201,4.397982,sandal
-5.225341,0.8508889,t-shirt
7.4510503,15.3672495,trouser
0.3922159,-3.6996386,shirt
9.701982,14.322283,trouser
8.373936,15.259985,trouser
-0.08446274,-3.323958,shirt
18.615826,12.56158,sneaker
2.34759,-2.469432,coat
2.544779,-2.335181,coat
10.58921,-12.2788725,bag
-0.15771165,-4.0944386,shirt
0.788917,1.7227787,coat
3.7762482,2.5284445,shirt
21.03603,3.7916574,ankle boot
-1.9846972,9.928346,dress
17.93679,12.306177,sneaker
15.596185,0.41956428,sandal
-5.699197,2.169235,t-shirt
15.019702,-9.415313,bag
-1.4086537,12.579246,dress
1.1465303,1.0339375,coat
-4.5866857,3.1245644,t-shirt
-0.28346696,13.074541,dress
0.20154026,12.220885,dress
5.8267317,-6.524459,pullover
-5.1835713,0.64693195,t-shirt
8.716806,16.109383,trouser
-5.8838515,1.6892788,t-shirt
-1.0559338,13.254022,dress
11.248885,-12.435765,bag
-1.4294661,11.123749,dress
19.765318,-0.59544337,ankle boot
7.6955314,12.620861,trouser
21.484804,2.800705,ankle boot
-5.658975,1.8945758,t-shirt
1.4396592,2.657821,coat
17.975147,11.740693,sneaker
19.362022,11.890239,sneaker
15.353708,-8.86095,bag
15.311054,1.401737,sandal
-1.0657732,-3.398261,shirt
14.09001,4.658632,sandal
-0.6433478,-1.2208965,shirt
8.309575,1.3966222,bag
8.314754,-4.783252,pullover
15.912951,0.44947308,sandal
6.7232084,-6.246892,pullover
-0.5315798,13.168838,dress
7.847719,15.446072,trouser
2.1265554,4.5156035,shirt
-4.804066,2.9751883,t-shirt
16.382332,11.493793,sneaker
11.420114,-12.226278,bag
18.0182,12.183036,sneaker
12.167827,-12.052907,bag
7.70701,12.339999,trouser
21.165869,3.3695083,ankle boot
-0.68037176,-3.1967518,shirt
0.94712186,1.9116639,coat
15.266954,1.9124647,sandal
18.171553,11.3757715,sneaker
8.1624775,15.99663,trouser
18.476288,11.841404,sneaker
-0.94556326,-1.3086526,shirt
-0.40549502,-3.8241565,shirt
18.89192,12.783742,sneaker
-0.29666862,13.6082945,dress
14.401263,3.799082,sandal
12.082789,-11.8485565,bag
18.238926,11.331211,sneaker
-1.2399704,13.406452,dress
-1.7006389,10.524153,dress
21.14654,-0.1892465,ankle boot
0.49886966,6.2758365,t-shirt
-1.2493352,13.401534,dress
7.0756774,15.857598,trouser
6.300182,-5.3745522,shirt
2.5859425,-1.0886928,coat
19.646338,12.325215,sneaker
1.0095265,6.3071074,t-shirt
15.492364,1.5278612,sandal
8.517433,14.31873,trouser
14.262098,2.770268,sandal
0.52879506,1.7215992,coat
3.837765,-0.68691665,coat
15.479479,0.47275475,sandal
21.206984,0.82703006,ankle boot
9.323134,13.184782,trouser
0.82775676,6.650647,t-shirt
15.560151,0.8976712,sandal
13.226223,-11.274025,bag
-1.889554,11.013187,dress
1.4444286,2.31141,coat
3.1723857,-1.8362978,coat
8.4044285,-4.725695,pullover
2.79961,-2.1574745,coat
7.9282093,-4.7031384,pullover
14.445312,2.5548222,sandal
-0.7215279,-1.1105001,shirt
18.029976,11.328336,sneaker
8.388708,-5.0557647,pullover
7.995431,-5.385176,pullover
14.7501955,1.2263889,sandal
-1.3189696,11.167446,dress
13.988112,-10.174259,bag
14.661824,-9.422202,bag
3.4962077,2.9446223,shirt
15.280055,-8.815017,bag
3.8884425,-0.8892059,coat
2.5292528,0.24492975,coat
8.223798,16.16648,trouser
-6.3066735,1.7056032,t-shirt
6.229822,-5.7543983,pullover
18.876883,12.218339,sneaker
8.334621,14.979644,trouser
9.110124,13.335045,trouser
14.75745,-9.27467,bag
14.696566,-9.065943,bag
9.105553,-6.1736217,pullover
18.539505,12.593363,sneaker
20.311926,-0.606424,ankle boot
18.164616,12.54199,sneaker
2.0440311,0.35035908,coat
6.9399996,16.08888,trouser
7.4467506,-4.0519857,pullover
-4.440642,3.3866384,t-shirt
14.67145,-10.255962,bag
20.895279,1.3087723,ankle boot
7.4749393,14.990023,trouser
1.3091266,2.0387597,coat
21.468142,0.8622242,ankle boot
15.294594,2.0750265,sandal
-0.6656598,-1.5520135,shirt
18.15694,12.255581,sneaker
-4.4461207,3.4294367,t-shirt
-0.4603719,13.605421,dress
7.0692825,-5.0570755,pullover
-5.584298,2.2840533,t-shirt
1.9819411,-0.024799917,coat
8.098539,15.688104,trouser
-5.4324493,2.5330124,t-shirt
0.48631948,6.257411,t-shirt
14.276523,-10.649466,bag
18.995796,12.127,sneaker
-5.183167,2.3284535,t-shirt
7.049796,-4.1065464,pullover
21.586428,2.5522342,ankle boot
21.639616,0.6746032,ankle boot
9.022363,14.178542,trouser
0.1393911,13.484315,dress
11.836604,-12.6856,bag
-0.9002909,12.441588,dress
7.3451695,14.888395,trouser
1.9357079,-0.5846063,coat
15.617091,-9.458498,bag
14.326797,5.1652308,sandal
8.231837,13.594596,trouser
14.722422,-10.29349,bag
8.036094,-5.36402,pullover
1.2645615,2.5604455,coat
3.7351713,-1.2246364,coat
20.283375,-0.8346732,ankle boot
14.739953,1.2606822,sandal
14.89289,2.044843,sandal
3.8891296,-2.2995794,coat
14.341368,4.4628887,sandal
2.2654107,2.8263013,shirt
-0.9594849,12.354025,dress
16.073015,11.746369,sneaker
4.4019656,-1.7695624,coat
21.684586,2.4198194,ankle boot
15.196637,1.5197902,sandal
15.649651,-9.821392,bag
20.329977,-0.050501708,ankle boot
0.33277437,12.4376955,dress
20.312115,-0.8730324,ankle boot
-0.7099578,-3.3136857,shirt
2.6364396,-2.0927818,coat
19.648909,12.44135,sneaker
7.757199,-5.8816586,pullover
6.811591,-4.1193933,pullover
-0.62719697,-2.2095158,shirt
1.8835944,-0.815262,coat
14.786429,-8.890364,bag
-1.9580877,10.717252,dress
-4.8376136,2.603556,t-shirt
7.3082304,-7.339739,pullover
15.731101,-8.8218,bag
20.259394,0.6111862,ankle boot
-4.8876815,0.6752517,t-shirt
13.445449,-10.8203125,bag
2.7971923,4.9877,shirt
-0.82323176,13.502154,dress
21.342352,1.0456992,ankle boot
6.7148585,14.800503,trouser
3.7778058,3.7139955,shirt
-1.799776,9.886987,dress
8.242094,-5.555219,pullover
2.7232542,-2.121333,shirt
7.940089,14.327936,trouser
-5.109601,2.0122066,t-shirt
7.034736,-5.193409,pullover
2.7114034,2.9673948,shirt
7.9950576,-7.306322,pullover
1.0399085,1.0915929,dress
-1.2651116,11.429609,dress
21.350594,1.4620979,ankle boot
8.410318,15.478996,trouser
19.994059,12.014691,sneaker
20.96272,2.0195658,ankle boot
8.853589,15.005179,trouser
8.428864,14.307175,trouser
-4.512038,3.1807916,t-shirt
8.065053,15.871732,trouser
19.647831,12.580965,sneaker
-6.060734,0.7927296,t-shirt
10.506116,-11.890487,bag
14.701061,2.8832579,sandal
-4.5842643,2.9919496,t-shirt
3.566103,3.8873887,shirt
-5.4815397,1.8231127,t-shirt
7.6992164,13.508794,trouser
2.732637,4.761601,shirt
-1.2271309,-2.8949132,shirt
11.936771,-12.631676,bag
18.148653,11.097977,sneaker
-6.2990117,2.1418731,t-shirt
21.444757,1.394572,ankle boot
20.820034,2.3803651,ankle boot
20.988928,3.546625,ankle boot
17.613682,11.178991,sneaker
3.08011,-1.7438121,coat
-1.2299864,10.133557,dress
21.154099,2.0701299,ankle boot
13.874999,3.4994476,sandal
21.151619,2.9789932,ankle boot
8.449504,14.55061,trouser
2.3281572,0.32012302,coat
7.630207,13.841515,trouser
4.495871,0.92207354,shirt
6.1951504,-5.28906,pullover
6.309502,-5.8365097,pullover
5.750343,-6.0345583,pullover
19.522858,12.41212,sneaker
16.139805,11.773483,sneaker
3.8960812,2.911632,shirt
1.8593607,4.3549514,dress
17.007652,12.070035,sneaker
15.369138,0.29494244,sandal
15.584661,-9.649023,bag
-0.6664555,-1.9060688,shirt
1.8306831,-1.8579074,coat
11.772849,-12.71283,bag
3.7183964,-1.8437133,coat
19.976816,12.101282,sneaker
11.4974575,-12.369099,bag
-0.5480432,-1.8998874,shirt
15.224725,-0.38427925,sandal
20.02592,0.18135643,ankle boot
21.343735,2.5347946,ankle boot
-6.292471,1.6460353,t-shirt
-5.721693,2.2775304,t-shirt
9.173506,-6.628311,pullover
3.3838248,-0.16181524,coat
-1.2808268,12.738979,dress
19.404785,12.742345,sneaker
20.541998,0.457886,ankle boot
-1.2789067,10.021866,dress
7.412854,11.653015,trouser
21.454763,2.1761022,ankle boot
7.943132,-5.4828763,pullover
16.34383,11.138616,sneaker
14.422147,4.0471234,sandal
15.07421,0.059760086,sandal
3.3093722,-1.8946692,coat
13.458,-9.835404,bag
7.137792,-7.1389284,pullover
18.314655,12.484535,sneaker
14.87899,-8.609688,bag
9.360049,13.674193,trouser
8.341049,-7.1096373,pullover
-0.8810764,-4.2973514,shirt
-0.13896579,-3.4287236,shirt
13.239844,-10.9534645,bag
9.194148,13.84069,trouser
20.129578,-0.13607389,ankle boot
-0.8680164,-3.599323,shirt
1.0257022,6.281335,t-shirt
-5.0300326,2.6551921,t-shirt
14.797179,2.5305681,sandal
21.161676,0.8551421,ankle boot
-5.157441,1.6761324,dress
-0.97502226,13.506452,dress
18.21663,11.493891,sneaker
-0.8406214,-0.7342658,shirt
8.013321,15.345148,trouser
-4.6804495,3.0702522,t-shirt
0.84987825,6.635772,t-shirt
-1.5443898,-2.314409,shirt
2.7906635,0.06853217,coat
17.516447,10.914644,sneaker
14.222574,5.1258836,sandal
21.160803,1.5008868,ankle boot
16.005972,11.772092,sneaker
20.97097,-0.24739113,ankle boot
-1.6279804,9.60191,dress
15.624267,-9.674689,bag
15.500795,-9.388716,bag
2.321108,-1.9856126,coat
13.14808,-11.367008,bag
15.853975,0.6085731,sandal
3.1609645,-1.8009577,coat
8.176722,-7.2788787,pullover
9.204581,-6.480523,pullover
18.023624,12.115864,sneaker
18.667862,12.5882225,sneaker
15.233565,0.25482,sandal
14.354251,-9.130809,bag
2.6584418,-0.47176492,coat
5.57368,-0.92138267,shirt
20.45987,0.23541588,ankle boot
3.8699908,-2.1537108,coat
-1.1062227,11.284876,dress
18.457296,12.340939,sneaker
10.565587,-12.212319,bag
18.47059,11.525006,sneaker
12.040864,-11.987905,bag
0.35012308,11.432824,dress
18.528795,12.694677,sneaker
14.549478,-10.363176,bag
2.2484102,-1.6345594,coat
15.677558,11.141196,sneaker
18.655914,12.657204,sneaker
7.088552,-7.026227,pullover
7.321235,-6.186665,pullover
1.1123258,5.9850297,t-shirt
-4.555541,1.6148343,t-shirt
-6.1588674,0.82754564,t-shirt
-0.3427985,12.903868,dress
19.645739,-0.87862825,ankle boot
8.3445,15.211641,trouser
-6.3398075,1.906798,t-shirt
20.819803,-0.61955506,ankle boot
13.216715,-11.716411,bag
1.9493469,-1.2227293,coat
-1.6641835,10.397303,dress
21.194443,0.5775262,ankle boot
21.55874,2.091592,ankle boot
21.66888,1.7673858,ankle boot
11.153315,-11.888098,bag
12.24076,-12.3611555,bag
15.294677,0.41002628,sandal
1.2996894,2.267643,coat
15.194541,0.8328865,sandal
3.2160997,-0.7832095,coat
19.746906,-1.0584992,ankle boot
15.587984,-9.7423,bag
13.830322,-10.119676,bag
-4.6000886,1.465855,t-shirt
20.02254,-0.12337014,ankle boot
5.923433,-6.314729,pullover
-5.854417,0.80703455,t-shirt
19.113396,11.738384,sneaker
0.7290584,12.844069,dress
18.7417,12.589721,sneaker
20.06849,-0.9362312,ankle boot
-1.0853934,10.678677,dress
12.697696,-11.99942,bag
0.9729758,0.93548393,coat
-1.5003368,10.258922,dress
19.566254,11.955049,sneaker
12.6223545,-12.037847,bag
8.956028,13.69284,trouser
3.697484,-0.6714062,coat
-6.0453672,2.1494308,t-shirt
19.144999,11.374613,sneaker
21.230896,0.7191415,ankle boot
14.552202,-9.32752,bag
14.284074,5.3215494,sandal
14.992054,2.1339025,sandal
8.256441,-6.3986273,pullover
7.990888,16.263803,trouser
-1.8509998,10.737837,dress
0.7701842,2.1491516,coat
2.1308746,4.922089,shirt
16.930386,11.451033,sneaker
18.62653,12.581328,sneaker
15.470969,1.340423,sandal
20.582817,1.9880155,ankle boot
21.196953,2.1352286,ankle boot
19.280848,11.462166,sneaker
11.741876,-12.689297,bag
8.11269,-6.5680404,pullover
19.174803,11.98167,sneaker
4.247989,-1.1323829,coat
18.477947,12.293329,sneaker
-4.6211147,2.6899972,t-shirt
-1.022962,10.560345,dress
15.02559,-0.2545848,sandal
7.7729473,13.367817,trouser
7.5119395,15.218337,trouser
15.000569,1.1129678,sandal
15.675231,1.0477047,sandal
5.925317,-4.5315433,pullover
13.174348,-10.866293,bag
-1.2793298,13.544642,dress
14.034968,3.1640437,sandal
19.856327,-0.48803818,ankle boot
1.2720255,6.3176236,t-shirt
18.994766,11.350775,sneaker
-0.16875085,11.34055,dress
-5.0512433,2.5636423,t-shirt
-5.111374,2.1617937,t-shirt
16.52467,11.440416,sneaker
8.543028,14.85744,trouser
21.386927,3.4715028,ankle boot
2.4391572,0.24080214,coat
13.300911,-11.02319,bag
21.13659,0.362487,ankle boot
9.11229,14.167216,trouser
15.699682,-9.146,bag
-1.6416405,11.99889,dress
2.1206071,0.3732886,coat
17.680983,10.908008,sneaker
17.956924,12.18187,sneaker
18.796637,12.513228,sneaker
8.62371,16.01317,trouser
1.427042,0.8450983,coat
-6.3560753,1.0070367,t-shirt
1.2582873,0.84830695,coat
15.52703,-0.085465066,sandal
14.107493,-10.264686,bag
11.620554,-12.731456,bag
-1.0399588,-3.4122622,shirt
15.806633,0.6017084,sandal
19.83198,11.834307,sneaker
7.446947,15.566771,trouser
-6.1134586,0.89473027,t-shirt
6.6077256,-6.1393733,pullover
2.6221569,-0.22618176,coat
21.237783,2.5021675,ankle boot
-5.073883,0.8843871,t-shirt
20.016233,0.8668833,ankle boot
11.164863,-12.314205,bag
3.1085653,4.389067,shirt
8.305983,-7.351334,pullover
11.983833,-11.600701,bag
7.446164,16.06356,trouser
2.5234437,-0.068019494,coat
7.1120343,14.538022,trouser
6.6047,14.614515,trouser
7.802273,-6.7148457,pullover
-1.3713645,11.147185,dress
0.28976664,12.103186,dress
11.458875,-12.510196,bag
19.857998,0.0640864,ankle boot
14.763651,1.1923175,sandal
8.6897545,16.01749,trouser
-0.84517956,-0.75123876,shirt
3.9224825,-0.66927993,coat
15.048528,0.1181374,sandal
21.167826,2.3162792,ankle boot
2.661975,5.0613136,shirt
6.2779393,-5.273839,pullover
11.96968,-12.62103,bag
15.571386,-9.255799,bag
19.35762,12.085549,sneaker
-5.6829343,0.68288726,t-shirt
9.054139,13.474215,trouser
4.6645217,1.3335034,shirt
14.322285,5.04648,sandal
15.406505,-0.29239193,sandal
-0.9921161,-2.79715,shirt
13.8538265,3.5278904,sandal
2.5558732,-0.3139131,coat
-0.25744906,-3.614335,shirt
-5.081505,0.6855072,t-shirt
-1.4222026,-2.305037,shirt
7.587858,13.941008,trouser
8.506672,13.749837,trouser
15.309453,-0.45169172,sandal
15.977345,11.466492,sneaker
-0.9592774,-2.931853,shirt
14.893977,2.0952146,sandal
1.3659983,1.4549025,coat
-4.9302974,2.185549,t-shirt
-1.4213012,-1.5394151,shirt
0.9607312,6.326142,t-shirt
18.044415,11.45999,sneaker
5.8347545,-5.300438,pullover
15.275929,-9.313829,bag
20.991339,0.70752734,ankle boot
8.895694,13.900244,trouser
2.6362233,4.318442,shirt
19.804646,12.3533,sneaker
8.099006,15.429405,trouser
20.073858,-0.36504868,ankle boot
10.490108,-12.183882,bag
-0.94889915,13.010868,dress
14.179169,3.095569,sandal
16.577667,11.562985,sneaker
7.8778634,13.495935,trouser
7.7854834,14.183443,trouser
21.449759,2.7183714,ankle boot
0.8178309,6.4749117,t-shirt
1.3755504,2.2607772,shirt
1.9264828,-0.71803623,coat
15.013997,-10.297942,bag
-5.8506527,1.044326,t-shirt
21.32644,1.3318629,ankle boot
15.343503,-0.59182835,sandal
-6.325657,1.5079712,t-shirt
-5.46154,1.1527925,t-shirt
9.378566,14.368959,trouser
13.642198,-10.54804,bag
16.98507,12.037913,sneaker
2.09782,4.479123,shirt
18.5938,11.424923,sneaker
20.774975,2.267592,ankle boot
-5.859269,1.1779803,t-shirt
-0.9066064,12.536466,dress
-4.901165,1.9532564,t-shirt
7.590948,13.845185,trouser
0.45764256,12.643841,dress
10.804279,-12.4433565,bag
-5.514018,1.3341916,t-shirt
0.43772689,6.3375063,t-shirt
9.029147,14.317599,trouser
17.643776,10.854819,sneaker
3.8799613,-0.70134705,coat
19.065117,11.783756,sneaker
-0.57421696,10.907659,dress
17.809452,11.420105,sneaker
-4.167032,3.7339694,t-shirt
-0.09373804,-4.185602,shirt
-5.733164,1.0889064,t-shirt
7.5469437,-4.6501184,pullover
0.27617323,13.533053,dress
2.6877153,-2.0448368,coat
15.718646,1.1042899,sandal
21.781616,1.4831256,ankle boot
15.31517,-0.7132327,sandal
9.068662,-6.594474,pullover
14.592372,-9.141657,bag
19.124691,12.314908,sneaker
-3.8187337,3.807942,t-shirt
6.182773,15.686002,trouser
1.829147,-0.84527487,coat
8.888612,15.4439335,trouser
15.474025,-9.545837,bag
0.40571898,13.241073,dress
7.9356914,-5.3072815,pullover
19.737003,12.486197,sneaker
14.252574,3.677122,sandal
-4.370072,2.8293471,t-shirt
20.726688,0.028115869,ankle boot
-0.94047916,-2.2055697,shirt
0.19005072,-3.2012448,shirt
21.646105,1.5345585,ankle boot
-1.1718562,10.618732,dress
8.535711,16.046446,trouser
7.1651864,13.104572,trouser
21.269371,0.45995116,ankle boot
21.803152,1.6248693,ankle boot
-0.10612057,13.486235,dress
21.25915,3.5597491,ankle boot
18.563728,12.59198,sneaker
-1.7935845,10.840488,dress
7.503039,11.870595,trouser
20.730318,2.3224764,ankle boot
7.839451,13.500927,trouser
1.8093503,4.8747487,shirt
-1.1460135,12.585513,dress
-5.87845,0.95645773,t-shirt
2.2260008,-1.5958455,coat
11.073989,-12.275151,bag
-5.0321393,0.9394217,t-shirt
3.070964,2.788345,shirt
-0.7948702,-4.1042867,shirt
7.4289927,-7.239963,pullover
21.5887,3.1787164,ankle boot
8.132055,13.230707,trouser
21.264744,0.4623782,ankle boot
11.139531,-11.877354,bag
-1.6287806,10.8007555,dress
3.4104495,-0.9504084,coat
19.214533,11.69608,sneaker
6.0522137,-6.5544786,pullover
-4.4244356,3.4170752,t-shirt
