x,y,prediction,timestamp
-0.97717184,-1.3588666,shirt,03-09-2021 00:30:27.550659
20.845997,2.2038922,ankle boot,03-09-2021 00:30:45.284089
-5.409338,1.1709698,t-shirt,03-09-2021 00:30:52.697853
0.10446534,-3.3846102,shirt,03-09-2021 00:30:56.602790
17.764395,12.287757,sneaker,03-09-2021 00:30:56.911224
21.666136,1.513427,ankle boot,03-09-2021 00:31:14.998494
-0.48773888,13.637738,dress,03-09-2021 00:31:23.535789
7.709072,-5.1010995,pullover,03-09-2021 00:31:24.973959
21.120335,3.0491104,ankle boot,03-09-2021 00:31:29.991224
19.930368,12.081076,sneaker,03-09-2021 00:31:33.274235
4.071677,1.8605623,shirt,03-09-2021 00:31:37.082071
-0.7735927,-3.1511946,shirt,03-09-2021 00:32:19.337697
14.290558,4.864954,sandal,03-09-2021 00:32:28.203045
7.6323137,-5.6663,pullover,03-09-2021 00:32:44.332281
1.080592,5.890812,t-shirt,03-09-2021 00:32:45.437149
-0.817793,-0.823287,shirt,03-09-2021 00:33:09.512178
-0.5215007,-2.1321852,shirt,03-09-2021 00:33:10.498328
0.70148915,12.816388,dress,03-09-2021 00:33:15.934376
16.900013,12.222316,sneaker,03-09-2021 00:33:22.432166
14.68483,1.9252281,sandal,03-09-2021 00:33:27.922204
14.495682,-10.338014,bag,03-09-2021 00:33:29.944658
14.313669,4.7828712,sandal,03-09-2021 00:34:04.607158
3.7814076,3.6560955,shirt,03-09-2021 00:34:07.103910
7.802273,-6.7148457,pullover,03-09-2021 00:34:07.720855
8.363807,-4.6410007,trouser,03-09-2021 00:34:32.459306
13.203141,-11.179685,bag,03-09-2021 00:34:33.675159
14.085129,5.3160567,sandal,03-09-2021 00:34:51.470141
6.4540324,15.255539,trouser,03-09-2021 00:35:09.324130
-1.9863069,10.781022,dress,03-09-2021 00:35:10.353500
-5.1220875,2.1908894,t-shirt,03-09-2021 00:35:22.213221
12.821785,-11.452117,bag,03-09-2021 00:35:41.541668
8.211541,-7.277195,pullover,03-09-2021 00:35:54.364528
15.624,-9.799408,bag,03-09-2021 00:36:00.929251
12.581731,-12.178142,bag,03-09-2021 00:36:02.129729
1.4509447,0.47287866,coat,03-09-2021 00:36:23.513004
0.8663558,13.306106,dress,03-09-2021 00:36:32.135518
6.821755,-5.393559,pullover,03-09-2021 00:36:46.248733
19.769012,-1.0052537,ankle boot,03-09-2021 00:36:58.615963
19.920958,12.280088,sneaker,03-09-2021 00:37:03.563852
4.03556,-0.8087498,coat,03-09-2021 00:37:07.404942
14.624835,1.3816029,sandal,03-09-2021 00:37:18.612176
18.548225,12.623379,sneaker,03-09-2021 00:37:23.131368
1.0810238,0.64355093,coat,03-09-2021 00:37:25.717634
21.231672,2.076587,ankle boot,03-09-2021 00:37:48.331038
18.998999,12.802903,sneaker,03-09-2021 00:37:49.028507
3.4296918,3.535781,shirt,03-09-2021 00:37:50.939916
0.98061717,6.132363,t-shirt,03-09-2021 00:37:56.370640
8.472968,14.896011,trouser,03-09-2021 00:37:57.928515
1.9440303,-0.6174867,coat,03-09-2021 00:38:12.707781
6.751156,15.053156,trouser,03-09-2021 00:38:22.314189
19.793478,12.417638,sneaker,03-09-2021 00:38:24.304485
-5.3653345,1.9176211,t-shirt,03-09-2021 00:38:38.977269
-4.341454,3.4968224,t-shirt,03-09-2021 00:38:44.146406
6.1550817,-0.2087496,shirt,03-09-2021 00:38:49.901445
9.154195,13.755121,trouser,03-09-2021 00:39:01.616804
5.843766,-5.584577,pullover,03-09-2021 00:39:07.591025
7.349017,15.446014,trouser,03-09-2021 00:39:23.100267
2.0946567,4.693753,shirt,03-09-2021 00:39:23.117184
0.93185973,6.279484,t-shirt,03-09-2021 00:39:50.941874
16.880825,11.466522,sneaker,03-09-2021 00:40:03.504078
21.635963,2.1136432,ankle boot,03-09-2021 00:40:09.801866
18.788162,12.602573,sneaker,03-09-2021 00:40:16.664926
18.422924,12.542486,sneaker,03-09-2021 00:40:23.421489
13.588322,-9.928557,bag,03-09-2021 00:40:31.899642
12.60018,-12.113602,bag,03-09-2021 00:40:35.403934
-4.1307416,3.8090155,t-shirt,03-09-2021 00:40:37.047624
-1.1477952,-2.63292,shirt,03-09-2021 00:40:51.469354
14.617918,1.8223845,sandal,03-09-2021 00:41:08.559717
9.272617,0.43420768,sandal,03-09-2021 00:41:09.851967
1.7564418,-1.2156866,coat,03-09-2021 00:41:19.679807
-0.8323301,-0.84847206,shirt,03-09-2021 00:41:24.824016
7.14835,-4.3372865,pullover,03-09-2021 00:41:29.722235
3.073938,-1.2739161,coat,03-09-2021 00:41:41.120965
8.431557,14.750313,trouser,03-09-2021 00:41:47.744443
-0.97319657,-3.0966468,shirt,03-09-2021 00:41:55.741789
6.8806663,-4.2805567,pullover,03-09-2021 00:42:02.212503
8.923584,-6.0274134,pullover,03-09-2021 00:42:10.498911
18.808502,12.401043,sneaker,03-09-2021 00:42:16.380101
19.282337,11.56176,sneaker,03-09-2021 00:42:25.853627
12.316442,-12.357451,bag,03-09-2021 00:42:27.270115
-0.5643753,10.836739,dress,03-09-2021 00:42:33.572976
7.8534536,15.505172,trouser,03-09-2021 00:42:39.656933
5.9069295,-0.7166223,shirt,03-09-2021 00:42:44.833531
15.151003,-1.0851634,sandal,03-09-2021 00:42:51.516894
15.571386,-9.255799,bag,03-09-2021 00:42:54.479759
-0.12151702,-1.676434,shirt,03-09-2021 00:43:06.811712
-5.286781,1.0590032,t-shirt,03-09-2021 00:43:10.101764
8.20043,-4.5120993,pullover,03-09-2021 00:43:13.519663
14.223979,4.68434,sandal,03-09-2021 00:43:28.047103
17.692944,10.903883,sneaker,03-09-2021 00:43:34.821023
19.156355,11.743785,sneaker,03-09-2021 00:44:00.659822
7.888729,15.053955,trouser,03-09-2021 00:44:08.773300
7.9985743,14.356872,trouser,03-09-2021 00:44:26.364968
2.7414901,-0.5067673,coat,03-09-2021 00:44:33.865774
14.185891,3.7666059,sandal,03-09-2021 00:44:37.812830
20.131386,-0.5009123,ankle boot,03-09-2021 00:44:45.492866
15.664395,-8.842687,bag,03-09-2021 00:44:53.361429
9.28496,14.240265,trouser,03-09-2021 00:44:55.181559
-4.7403355,0.83811814,t-shirt,03-09-2021 00:45:06.329147
14.146719,4.2326,sandal,03-09-2021 00:45:17.320923
7.887233,-4.359423,pullover,03-09-2021 00:45:27.692353
12.562419,0.6272872,ankle boot,03-09-2021 00:45:30.112404
11.886815,-11.849508,bag,03-09-2021 00:45:32.677849
-5.7868676,0.44656718,t-shirt,03-09-2021 00:45:41.892856
-6.1223006,1.283576,t-shirt,03-09-2021 00:46:02.208671
7.3952107,11.624309,trouser,03-09-2021 00:46:09.910915
3.8447523,-2.2803915,coat,03-09-2021 00:46:13.461073
6.0044007,15.760569,trouser,03-09-2021 00:46:15.090869
9.305156,13.13722,trouser,03-09-2021 00:46:24.633399
8.785742,15.089593,trouser,03-09-2021 00:46:31.271512
20.29195,1.3013688,ankle boot,03-09-2021 00:46:36.490800
-5.3578887,1.9396422,t-shirt,03-09-2021 00:46:37.868989
15.561996,0.5178273,sandal,03-09-2021 00:46:56.599267
20.85921,-0.18814209,ankle boot,03-09-2021 00:46:59.710422
-0.92580765,12.771995,dress,03-09-2021 00:47:06.504755
16.684242,11.830749,sneaker,03-09-2021 00:47:06.687184
-4.866147,2.744863,t-shirt,03-09-2021 00:47:19.086384
-1.2602091,12.251982,dress,03-09-2021 00:47:22.713805
-0.69303745,12.596426,dress,03-09-2021 00:48:00.893569
10.478176,-12.105139,bag,03-09-2021 00:48:15.289192
7.5602517,15.283497,trouser,03-09-2021 00:48:20.990225
6.492376,-4.0141644,pullover,03-09-2021 00:48:23.847961
-1.1408001,12.65065,dress,03-09-2021 00:48:24.815900
0.024812743,-3.3166206,shirt,03-09-2021 00:48:36.534264
19.940304,-1.0515616,ankle boot,03-09-2021 00:48:36.864940
14.6058,1.1823255,sandal,03-09-2021 00:48:42.372619
21.478817,2.9586701,ankle boot,03-09-2021 00:48:47.377257
19.482643,12.297611,sneaker,03-09-2021 00:48:56.980324
0.6576175,6.480221,t-shirt,03-09-2021 00:49:36.034644
12.172161,-11.87476,bag,03-09-2021 00:49:41.454226
6.2919726,-5.889786,pullover,03-09-2021 00:49:53.711938
-1.342716,-2.7216322,shirt,03-09-2021 00:49:57.137260
5.8551235,-6.166137,pullover,03-09-2021 00:50:06.630645
19.53955,12.511146,sneaker,03-09-2021 00:50:24.456150
6.508447,15.764952,trouser,03-09-2021 00:50:51.562017
8.34427,14.728719,trouser,03-09-2021 00:50:52.187151
-0.1626332,-4.1422887,shirt,03-09-2021 00:50:55.283268
18.433243,12.049782,sneaker,03-09-2021 00:51:01.076576
16.234747,11.8531885,sneaker,03-09-2021 00:51:15.847326
-4.369088,3.4970744,t-shirt,03-09-2021 00:51:23.439530
15.96251,11.498608,sneaker,03-09-2021 00:51:38.498242
1.142069,6.461409,t-shirt,03-09-2021 00:51:41.682226
-4.701759,2.762262,t-shirt,03-09-2021 00:51:55.681904
3.2715192,-0.16387337,coat,03-09-2021 00:52:42.627759
2.3487153,4.9158344,shirt,03-09-2021 00:52:52.698877
-0.8879038,-2.9675088,shirt,03-09-2021 00:53:06.230465
-1.3289392,10.993072,dress,03-09-2021 00:53:14.222892
6.0183105,-6.346876,pullover,03-09-2021 00:53:17.122680
-1.3939298,12.124012,dress,03-09-2021 00:53:18.494420
13.026764,-11.970247,bag,03-09-2021 00:53:20.487546
0.3617649,-4.2900963,shirt,03-09-2021 00:53:48.200153
17.10342,12.27289,sneaker,03-09-2021 00:53:57.033931
15.186441,-1.1032021,sandal,03-09-2021 00:54:10.472715
21.649536,1.3768386,ankle boot,03-09-2021 00:54:19.467516
20.582817,1.9880155,ankle boot,03-09-2021 00:54:20.416327
1.2975646,0.8821436,coat,03-09-2021 00:54:21.383340
17.093613,12.260132,sneaker,03-09-2021 00:54:22.061228
-0.08043263,11.60204,dress,03-09-2021 00:54:35.140224
8.064706,15.453432,trouser,03-09-2021 00:55:07.511681
-0.2038855,-4.005762,shirt,03-09-2021 00:55:07.594078
7.0589933,-5.388056,pullover,03-09-2021 00:55:14.859686
9.391185,13.177159,trouser,03-09-2021 00:55:26.553630
-1.1184589,11.018226,dress,03-09-2021 00:55:50.810806
13.571987,-9.914858,bag,03-09-2021 00:55:54.643960
-4.873245,1.0563232,t-shirt,03-09-2021 00:56:12.759097
-4.5982957,2.6521358,t-shirt,03-09-2021 00:56:17.434355
21.23973,3.3933444,ankle boot,03-09-2021 00:56:19.989126
4.0880227,-1.7651439,coat,03-09-2021 00:56:26.090757
20.128225,0.118967965,ankle boot,03-09-2021 00:56:38.214176
-6.139736,2.2093365,t-shirt,03-09-2021 00:56:44.653139
14.396972,4.9604406,sandal,03-09-2021 00:56:48.006525
17.878117,11.506768,sneaker,03-09-2021 00:57:00.804210
0.33488023,-3.6244028,shirt,03-09-2021 00:57:21.040871
17.800907,11.500383,sneaker,03-09-2021 00:57:23.971753
9.555078,14.19112,trouser,03-09-2021 00:57:41.069936
15.605152,0.020539587,sandal,03-09-2021 00:57:56.016560
-0.28789207,-1.6067011,shirt,03-09-2021 00:57:58.144970
2.6148767,0.21118729,coat,03-09-2021 00:58:00.377033
-6.206187,1.5723945,t-shirt,03-09-2021 00:58:04.495421
-4.393006,2.7996845,t-shirt,03-09-2021 00:58:13.850943
7.4243174,-5.6892734,pullover,03-09-2021 00:58:28.579855
19.109838,12.799074,sneaker,03-09-2021 00:58:32.432357
15.741658,-9.254641,bag,03-09-2021 00:58:36.384473
3.330437,-0.42470622,coat,03-09-2021 00:58:44.403618
18.697474,12.8010025,sneaker,03-09-2021 00:58:52.820750
-5.1455736,0.49592516,t-shirt,03-09-2021 00:58:58.347313
7.275696,14.776379,trouser,03-09-2021 00:59:03.921939
19.168663,11.590568,sandal,03-09-2021 00:59:11.038042
14.227703,1.2641774,sandal,03-09-2021 00:59:15.485841
0.005140857,-4.299085,shirt,03-09-2021 00:59:18.146587
21.581293,1.6428131,ankle boot,03-09-2021 00:59:55.149124
11.909711,-11.685366,bag,03-09-2021 01:00:06.420417
-5.627469,0.57653403,t-shirt,03-09-2021 01:00:13.790164
-1.1316067,-3.027838,shirt,03-09-2021 01:00:20.673383
19.018692,11.377141,sneaker,03-09-2021 01:00:24.962710
5.8094463,-6.4389086,pullover,03-09-2021 01:00:26.159375
21.101917,1.9717443,ankle boot,03-09-2021 01:00:28.227083
5.254318,-0.7024854,shirt,03-09-2021 01:00:44.863107
-0.5897931,-3.2304666,shirt,03-09-2021 01:00:45.401749
15.6268835,-9.122405,bag,03-09-2021 01:00:48.923808
9.241742,13.269542,trouser,03-09-2021 01:00:51.534150
19.654118,12.447528,sneaker,03-09-2021 01:00:54.915399
-1.2699397,10.552753,dress,03-09-2021 01:00:59.486070
3.7154698,-1.942816,coat,03-09-2021 01:01:04.735143
18.31734,12.2418995,sneaker,03-09-2021 01:01:13.463686
-0.9667771,-3.932325,shirt,03-09-2021 01:01:16.471858
8.8412895,15.636648,trouser,03-09-2021 01:01:23.387244
0.38042572,11.305867,dress,03-09-2021 01:01:28.961969
20.485611,1.2845086,ankle boot,03-09-2021 01:01:38.649288
2.924578,-0.60773724,coat,03-09-2021 01:01:39.175690
6.3762975,-6.0965505,pullover,03-09-2021 01:02:05.187956
1.9775338,-0.367666,coat,03-09-2021 01:02:07.670227
16.10424,11.675997,sneaker,03-09-2021 01:02:22.630501
14.400484,1.5204293,sandal,03-09-2021 01:02:26.739188
14.268749,-9.633559,bag,03-09-2021 01:02:33.067680
7.689684,13.253835,trouser,03-09-2021 01:02:36.845448
7.710142,12.764103,trouser,03-09-2021 01:02:51.126642
5.610017,1.7927166,t-shirt,03-09-2021 01:02:57.358591
8.57252,-7.0095744,pullover,03-09-2021 01:02:59.139675
1.1103692,6.112827,t-shirt,03-09-2021 01:03:04.862217
8.420994,13.714243,trouser,03-09-2021 01:03:05.279571
5.8791513,-6.5435753,pullover,03-09-2021 01:03:08.783503
2.5669274,-0.48479268,coat,03-09-2021 01:03:13.376954
9.047842,14.538289,trouser,03-09-2021 01:03:24.875188
17.657543,11.432439,sneaker,03-09-2021 01:03:35.610753
12.006834,-12.301988,bag,03-09-2021 01:03:47.234321
-0.66594005,-3.1864069,shirt,03-09-2021 01:03:50.603469
-6.0110617,1.791646,t-shirt,03-09-2021 01:03:57.503530
20.205284,0.9279088,ankle boot,03-09-2021 01:04:14.353854
21.294273,1.055161,ankle boot,03-09-2021 01:04:37.420400
9.197668,14.302676,trouser,03-09-2021 01:04:41.877012
14.301551,2.5226023,sandal,03-09-2021 01:04:46.586839
7.8270426,-5.056938,pullover,03-09-2021 01:04:56.199676
21.307518,3.350959,ankle boot,03-09-2021 01:04:58.234259
7.8991017,-5.3556876,pullover,03-09-2021 01:05:13.038956
8.647322,14.2991705,trouser,03-09-2021 01:05:14.209653
-1.404982,-2.4941907,shirt,03-09-2021 01:05:24.060129
7.5229454,-6.920247,pullover,03-09-2021 01:05:26.467509
-1.4040831,11.064798,dress,03-09-2021 01:05:27.899804
15.102067,-0.7224587,sandal,03-09-2021 01:05:29.880699
-4.649261,1.8172672,t-shirt,03-09-2021 01:05:32.225708
20.304592,0.15109488,ankle boot,03-09-2021 01:05:40.917049
3.4358196,-1.631123,coat,03-09-2021 01:05:46.804936
16.485098,12.163708,sneaker,03-09-2021 01:05:53.170089
19.172848,11.294746,sneaker,03-09-2021 01:05:55.228691
14.217979,4.3633533,sandal,03-09-2021 01:05:57.266320
15.536484,0.37592295,sandal,03-09-2021 01:05:59.226748
19.31284,11.319421,sneaker,03-09-2021 01:06:04.817125
